,year,type,country,activity,age,species,month,fatal,gender
735,2001,Unprovoked,usa,Surfing,19,"3' shark, possibly  a blacktip or spinner shark",Aug,N,M
736,2001,Unprovoked,usa,Surfing,19,"Blacktip shark, 5' to 6' ",Aug,N,M
737,2001,Unprovoked,bahamas,Spearfishing,43,1.9 m [6.5'] bull shark,Aug,N,M
738,2001,Unprovoked,usa,Boogie boarding,18,0.9 m  [3'] shark,Jul,N,M
739,2001,Unprovoked,usa,Swimming,8,"Bull shark, 2.3 m [7.5'] ",Jul,N,M
740,2001,Provoked,usa,Spearfishing,52,"White shark, 2.4 m to 3 m [8' to 10'] ",Jun,N,M
741,2001,Unprovoked,usa,Wading,29,2' shark,Jun,N,F
742,2001,Unprovoked,usa,Surfing,45,1.2 m to 1.5 m [4' to 5'] shark,May,N,M
743,2001,Unprovoked,usa,Surfing,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M
744,2001,Unprovoked,usa,Surfing,21,Possibly a juvenile blacktip or spinner shark,Apr,N,M
745,2001,Unprovoked,usa,Body boarding,12,Possibly a juvenile blacktip or spinner shark,Apr,N,M
746,2001,Unprovoked,usa,Surfing,22,Possibly a 1.5 m [5'] blacktip or spinner shark,Apr,N,M
747,2001,Unprovoked,usa,Surfing,19,Possibly a juvenile blacktip or spinner shark,Apr,N,M
748,2001,Unprovoked,south africa,Surfing,46,"White shark, 2.7 m [9'] ",Apr,N,M
749,2001,Unprovoked,usa,Standing alongside surfboard,26,"""small shark""",Apr,N,M
750,2001,Unprovoked,australia,Surfing,40,Bronze whaler shark,Apr,N,M
751,2001,Unprovoked,australia,Surfing,40,"Bronze whaler shark, 2.5 m [8.25']  k",Feb,N,M
752,2000,Unprovoked,fiji,Swimming back from anchored sailboat,47,6 m [20'] shark,Dec,Y,M
753,2000,Unprovoked,australia,Spearfishing,38,"Bronze whaler shark, 2.5 m [8.25'] ",Dec,N,M
754,2000,Unprovoked,usa,Swimming,73,1.2 m to 1.8 m [4' to 6'] shark,Nov,N,M
755,2000,Unprovoked,australia,Swimming,52,"White shark, 4.9 m [16'] ",Nov,N,M
756,2000,Unprovoked,australia,Swimming,49,"White shark, 5 m [16.5'] ",Nov,Y,M
757,2000,Unprovoked,usa,Surfing,27,"White shark, 2.4 m to 3 m [8' to 10'] ",Nov,N,M
758,2000,Unprovoked,usa,Swimming / snorkeling,56,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,F
759,2000,Unprovoked,usa,Surfing,17,2.1 to 2.4 m [7' to 8'] shark,Oct,N,M
760,2000,Unprovoked,usa,Surfing,23,"Blacktip shark, 2' ",Oct,N,M
761,2000,Unprovoked,australia,Surfing,17,White shark,Sep,Y,M
762,2000,Unprovoked,australia,Surfing,25,"White shark, 4 m to 5 m [13' to 16.5'] ",Sep,Y,M
763,2000,Unprovoked,okinawa,Surfing,31,"White shark, 2.5 m ",Sep,Y,M
764,2000,Unprovoked,usa,Swimming / Body surfing,25,60 cm to 90 cm [2' to 3'] shark,Sep,N,M
765,2000,Unprovoked,south africa,Free diving,48,"White shark, 3.5 m [11.5']  male ",Sep,N,M
766,2000,Unprovoked,usa,Wading,40,1.5 m [5'] shark,Sep,N,M
767,2000,Unprovoked,reunion,Surfing,27,"Tiger shark, 3 m [10'] ",Sep,N,M
768,2000,Unprovoked,usa,Swimming,47,A 2' shark was seen in the area by witnesses,Aug,N,M
769,2000,Unprovoked,usa,Jumped into the water,69,"Thought to involve a 2.7 m [9'], 400-lb bull shark",Aug,Y,M
770,2000,Unprovoked,usa,"Windsurfing, but sitting on his board",53,"Tiger shark, 3.7 m to 4.5 m [12' to 14'9""]  ",Aug,N,M
771,2000,Unprovoked,usa,Surfing / Wading,27,juvenile shark,Aug,N,M
772,2000,Unprovoked,usa,Standing,44,"Blacktip shark, 2.4 m to 3 m [8' to 10'] ",Aug,N,F
773,2000,Unprovoked,usa,Playing,12,"Tiger shark, 0.9 m to 1.5 m [3' to 5'] ?",Jul,N,F
774,2000,Unprovoked,usa,"Spearfishing, holding mesh bag with speared fish",55,"Nurse shark, 1.2 m [4'] ",Jul,N,F
775,2000,Unprovoked,usa,Wading,13,0.9 m [3'] shark,Jul,N,F
776,2000,Unprovoked,usa,Standing,19,"0.9 m [3'] shark,  probably a blacktip or spinner shark",Jul,N,F
777,2000,Unprovoked,usa,Surfing,17,"Blacktip shark, 1.2 m to 1.8 m [4' to 6'] ",Jun,N,M
778,2000,Unprovoked,usa,Swimming,55,Bull shark?,Jun,N,M
779,2000,Unprovoked,usa,Swimming ,44,Bull shark,Jun,N,M
780,2000,Unprovoked,australia,Swimming,26,2.5 m shark,Mar,N,M
781,2000,Unprovoked,usa,Boogie boarding,14,1.8 m [6'] shark,Mar,N,F
782,2000,Unprovoked,usa,Surfing,37,1.2 m [4'] shark,Mar,N,M
783,2000,Unprovoked,new caledonia,Spearfishing,35,Tiger shark?,Mar,Y,M
784,2000,Unprovoked,usa,Spearfishing,39,"Shortfin mako shark, 3 m to 3.4 m [10' to 11'] ",Mar,N,M
785,1999,Invalid,brazil,Spearfishing,39,Shark involvement not confirmed,Dec,N,M
786,1999,Unprovoked,usa,Swimming,51,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Nov,N,F
787,1999,Unprovoked,brazil,"Spearfishing, but swimming at surface",39,1.3 to 1.6 m shark,Nov,N,M
788,1999,Unprovoked,usa,"Surfing, lying on surfboard",16,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Oct,N,M
789,1999,Unprovoked,usa,Kayaking,37,White shark,Sep,N,M
790,1999,Unprovoked,usa,Surfing,28,"""a small shark""",Aug,N,M
791,1999,Unprovoked,marshall islands,Fishing,23,7' shark,Aug,N,M
792,1999,Unprovoked,usa,Lying prone in 2' of water,10,1.8 m [6'] shark,Aug,N,M
793,1999,Unprovoked,usa,Body surfing,62,4' to 5' shark,Aug,N,M
794,1999,Unprovoked,bahamas,Spearfishing & holding catch,35,2.7 m [9']  bull shark or Caribbean reef shark,Aug,N,M
795,1999,Unprovoked,south africa,Surfing,42,"White shark, 3 m to 5 m [10' to 16.5'] ",Jul,N,M
796,1999,Unprovoked,usa,Swimming with dolphins,43,"Bull shark, 2.1 m [7']",Jul,N,M
797,1999,Unprovoked,usa,Surfing,43,"Tiger shark, 1.8 m to 2.4 m [6' to 8'] ",Jul,N,M
798,1999,Unprovoked,south africa,Boogie boarding,14,White shark,Jul,Y,M
799,1999,Unprovoked,usa,Wading in school of baitfish,30,"Blacktip shark, 1.8 m [6'] ",Jul,N,F
800,1999,Unprovoked,south africa,Surfing,29,"White shark, 4 m [13'] ",Jul,N,M
801,1999,Unprovoked,usa,Surfing,21,3' to 4' shark,Jun,N,M
802,1999,Unprovoked,usa,Splashing / wading,5,Blacktip or spinner shark,Jun,N,M
803,1999,Unprovoked,australia,Windsurfing,22,Thought to involve a white shark,May,Y,M
804,1999,Unprovoked,brazil,Surfing,21,"Tiger shark, 2.5 m [8.25']",May,N,M
805,1999,Unprovoked,mauritius,Swimming,41,"Grey reef shark, 1.5 m ",Apr,N,F
806,1999,Unprovoked,reunion,Swimming after being swept into sea by a large wave,52,3 bull sharks,Apr,Y,M
807,1999,Unprovoked,usa,Swimming near pod of whales,29,3.7 m to 4.6 m [12' to 15'] shark seen in the vicinity,Mar,N,F
808,1999,Unprovoked,australia,Surfing,35,Bronze whaler or tiger shark,Feb,N,M
809,1999,Unprovoked,usa,Surfing,25,Spinner shark,Feb,N,M
810,1999,Unprovoked,south africa,Spearfishing,30,"White shark, 4.6 m [15'] ",,N,M
811,1998,Unprovoked,south africa,Surfing,18,Possibly a white shark,Dec,N,M
812,1998,Unprovoked,usa,Swimming,9,Tiger shark,Nov,Y,M
813,1998,Unprovoked,usa,Surfing,14,1.2 m [4'] shark,Nov,N,M
814,1998,Unprovoked,usa,Walking,13,"A ""small shark""",Nov,N,M
815,1998,Unprovoked,brazil,Surfing,22,Though to involve a white shark,Nov,Y,M
816,1998,Unprovoked,usa,Surfing,26,3' to 4' shark,Aug,N,M
817,1998,Unprovoked,usa,Boogie boarding,16,"White shark, 5 m to 6 m [16.5' to 20'] ",Aug,N,M
818,1998,Unprovoked,bahamas,Spearfishing,28,"Caribbean reef shark, 1.2 m to 1.5 m [4' to 5'] ",Aug,N,M
819,1998,Unprovoked,south africa,Spearfishing,24,"White shark, 4.9 m [16']",Aug,N,M
820,1998,Unprovoked,south africa,Surfing,16,5' to 6' shark,Jul,N,M
821,1998,Unprovoked,australia,Free diving for abalone,26,Thought to involve a 5.5 m white shark named Kong,Jun,Y,M
822,1998,Unprovoked,south africa,Body Boarding,20,White shark,Jun,Y,M
823,1998,Unprovoked,south africa,Body boarding,15,3 m to 4 m [10' to 13'] white shark,May,N,M
824,1998,Unprovoked,south africa,Body boarding,16,Unidentified,May,N,M
825,1998,Unprovoked,usa,Surfing,40,"Lemon shark, 1.5 m [5'], identified  by the surfer",May,N,M
826,1998,Unprovoked,usa,Swimming,14,"1.8 m [6'] shark, possibly a blacktip",May,N,F
827,1998,Unprovoked,south africa,Body boarding,22,4 m [13'] white shark,May,N,M
828,1998,Unprovoked,mozambique,Towing rubber dinghy,35,3 m [10'] shark,Apr,Y,F
829,1998,Unprovoked,usa,Surfing (lying prone on his board),50,5 m [16.5'] white shark,Apr,N,M
830,1998,Unprovoked,south africa,Snorkeling  hunting crayfish and abalone,33,3 m [10'] white shark,Mar,N,M
831,1998,Unprovoked,usa,Swimming or paddle boarding,32,5' spinner shark,Mar,N,M
832,1998,Invalid,australia,Spearfishing,31,Shark involvement not confirmed,Jan,,M
833,1998,Unprovoked,mozambique,Surfing,23,Small dusky shark or blackfin shark,Jan,N,M
834,1997,Unprovoked,south africa,Spearfishing,39,White shark,Dec,Y,M
835,1997,Unprovoked,australia,Scuba diving (submerged riding a scooter),42,White shark,Nov,N,M
836,1997,Unprovoked,usa,Body boarding or surfing,19,"Tiger shark, 4 m to 4.3 m [13' to 14'] ",Oct,N,M
837,1997,Unprovoked,usa,Surfing,23,Possibly a blacktip shark,Oct,N,M
838,1997,Unprovoked,usa,Surfing,12,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M
839,1997,Unprovoked,usa,Surfing (sitting on his board),29,5 m [16.5'] white shark,Aug,N,M
840,1997,Unprovoked,usa,Body surfing,17,juvenile shark,Aug,N,M
841,1997,Unprovoked,usa,Wading / Surfing,19,"""juvenile shark""",Aug,N,M
842,1997,Unprovoked,south africa,Surfing,25,4.5 m white shark,Jul,Y,M
843,1997,Unprovoked,usa,Standing,50,Blacktip shark,Jul,N,M
844,1997,Unprovoked,fiji,Snorkeling,47,"Tiger shark, 2.7m  [9']",Jun,N,F
845,1997,Unprovoked,usa,Surfing,18,Possibly a spinner shark,Jun,N,M
846,1997,Unprovoked,usa,"Body surfing, stood up on sandbar",33,1.2 m [4'] shark (spinner shark?),Jun,N,M
847,1997,Unprovoked,usa,Spearfishing,35,4' shark,May,N,M
848,1997,Unprovoked,usa,Surfing,34,Possibly a sand shark,May,N,M
849,1997,Unprovoked,usa,Surfing,12,Possibly a sand shark,May,N,M
850,1997,Unprovoked,australia,Scuba diving, 30,"Tiger shark, 2m to 3m ",Feb,N,M
851,1997,Unprovoked,australia,Snorkeling,27,1.8 m to 2.1 m [6' to 7'] shark,Jan,N,M
852,1997,Unprovoked,australia,Windsurfing,41,"Tiger shark, 4.5 m [14'9""]",Jan,Y,M
853,1996,Unprovoked,usa,Surfing,45,3 m to 5 m [10' to 16.5'] white shark,Nov,N,M
854,1996,Unprovoked,usa,Surfing,22,5.5 m to 6 m [18' to 20'] white shark,Oct,N,M
855,1996,Unprovoked,usa,Surfing,21,1.2 m [4'] shark,Oct,N,M
856,1996,Unprovoked,usa,Surfing,31,5 m [16.5'] white shark,Oct,N,M
857,1996,Unprovoked,new zealand,Diving for abalone,23,White shark,Sep,N,M
858,1996,Unprovoked,usa,Surfing / Swimming,19,"""a young shark""",Sep,N,M
859,1996,Invalid,usa,Boogie boarding,28,Shark involvement not confirmed,Sep,,F
860,1996,Provoked,south africa,Spearfishing,29,White shark,Sep,N,M
861,1996,Unprovoked,usa,Body Boarding,19,"Tiger shark, 2.4 m [8'] ",Aug,N,M
862,1996,Unprovoked,usa,Free diving for abalone,36,6 m [20'] white shark,Aug,N,M
863,1996,Unprovoked,usa,Wade fishing,21,1.8 m to 2.1 m [6' to 7'] hammerhead shark,Aug,N,M
864,1996,Unprovoked,usa,Standing,63,5' to 6' shark,Jul,N,F
865,1996,Unprovoked,south africa,Surfing,17,2.5 m [8.25'] white shark ,May,N,M
866,1996,Unprovoked,usa,Surfing,22,1.2 m [4'] shark,May,N,M
867,1996,Unprovoked,usa,Surfing,27,60 cm to 90 cm [2' to 3'] blacktip or spinner shark,May,N,M
868,1996,Unprovoked,australia,Swimming breast stoke,47,Tiger shark,Mar,N,F
869,1996,Unprovoked,australia,Dived naked into the water on a bet,24,Bronze whaler shark,Feb,N,M
870,1996,Unprovoked,australia,Swimming,7,"""reef shark""",Feb,N,M
871,1996,Unprovoked,usa,Swimming with mask & snorkel,53,Possibly a tiger shark,Jan,N,M
872,1996,Unprovoked,reunion,Surfing,25,"Tiger shark, 300-kg [662-lb] ",Jan,Y,M
873,1995,Unprovoked,australia,Playing / standing,15,4 m shark,Oct,N,F
874,1995,Unprovoked,usa,Surfing,39,1.2 m to 1.5 m [4' to 5']   shark,Oct,N,M
875,1995,Unprovoked,usa,Surfing,14,1.5 to 1.8 m [5' to 6'] shark,Sep,N,M
876,1995,Unprovoked,usa,Windsurfing,25,4 m [13'] white shark,Sep,N,M
877,1995,Unprovoked,australia,Abalone diving using Hookah (near calving whales),29,White shark,Sep,Y,M
878,1995,Unprovoked,usa,Abalone diving using Hookah (resting on the surface),32,3 m to 4 m [10' to 13'] white shark,Sep,N,M
879,1995,Unprovoked,usa,Surfing,16,5' shark,Aug,N,M
880,1995,Unprovoked,usa,Surfing,18,"""a small shark""",Aug,N,M
881,1995,Unprovoked,usa,Swimming,16,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M
882,1995,Unprovoked,usa,Swimming ,23,"""sand"" shark",Aug,N,M
883,1995,Unprovoked,usa,Surfing,19,"""small shark""",Aug,N,M
884,1995,Unprovoked,tonga,Fishing,18,"""small shark""",Aug,N,M
885,1995,Unprovoked,usa,Wading,20,1.8 m [6'] shark,Aug,N,M
886,1995,Unprovoked,usa,Body boarding,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M
887,1995,Unprovoked,usa,Scuba diving (ascending using scooter),31,6 m [20'] white shark,Jun,N,M
888,1995,Unprovoked,usa,Swimming,45,1.8 m [6'] shark,Jun,N,M
889,1995,Unprovoked,usa,Swimming,10,6' shark,Jun,N,F
890,1995,Unprovoked,usa,Swimming,38,"Tiger shark, 3.7 m [12'] ",Jun,N,M
891,1995,Unprovoked,hong kong,Swimming,29,1.8 m to 2.1 m [6' to 7'] shark,Jun,Y,M
892,1995,Unprovoked,japan,Scuba diving for bivalves,47,6 m [20'] white shark,Apr,Y,M
893,1995,Unprovoked,australia,Surfing,35,"Bronze whaler shark, 2 m ",Mar,N,M
894,1995,Unprovoked,south africa,Swimming,22,Raggedtooth shark,Feb,N,M
895,1995,Unprovoked,south africa,Swimming,14,"Tiger shark, 1.8 m [6'] ",Jan,Y,M
896,1994,Unprovoked,south africa,Body boarding,26,5.5 m [18'] white shark,Dec,N,M
897,1994,Unprovoked,usa,Commercial diver (submerged or treading water),42,5 m to 5.5 m [16.5' to 18'] white shark,Dec,Y,M
898,1994,Unprovoked,usa,"Surfing, paddling seawards",34,2.7 m [9'] shark,Nov,N,F
899,1994,Provoked,usa,Wading,9,Thought to involve a small sand shark,Oct,N,F
900,1994,Unprovoked,usa,Surfing,43,5 m [16.5'] white shark,Sep,N,M
901,1994,Unprovoked,usa,Jumped off rocks into white water,12,Small shark,Sep,N,F
902,1994,Unprovoked,reunion,Windsurfing,24,3 to 3.5 m [10' to 11.5'] bull shark,Jul,Y,M
903,1994,Unprovoked,south africa,Surfing,22,4 m [13'] white shark,Jul,Y,M
904,1994,Unprovoked,south africa,Surfing,31,4 m [13'] white shark,Jul,N,M
905,1994,Unprovoked,usa,Surfing,15,"""small shark""",Jul,N,M
906,1994,Unprovoked,bahamas,Spearfishing,30,1.8 m [6'] shark,Jun,N,M
907,1994,Unprovoked,usa,Surfing, 28,1.2 m [4'] spinner shark,May,N,M
908,1994,Unprovoked,usa,Surfing,22,>1.8 m [6'] shark,May,N,M
909,1994,Unprovoked,usa,Surfing,23,1.2 m [4'] shark,Feb,N,M
910,1994,Unprovoked,south africa,Surfing,15,3 m [10'] white shark,Feb,N,M
911,1994,Unprovoked,south africa,Swimming ,33,"1.3 m [4'3""] shark",Jan,N,M
912,1993,Unprovoked,australia,Hookah diving,27,Tiger shark caught 6 days later with divers remains in its gut,Nov,Y,M
913,1993,Unprovoked,usa,Surfing,26,4 m to 5 m [13' to 16.5'] white shark,Oct,N,M
914,1993,Unprovoked,usa,Swimming,26,3 m [10'] bull shark,Oct,N,F
915,1993,Boating,usa,Kayaking,34,>6 m [20'] white shark,Oct,N,F
916,1993,Unprovoked,south africa,Spearfishing,36,3 m [10'] white shark,Sep,N,M
917,1993,Unprovoked,spain,Swimming,69,1.2 m [4'] shark,Sep,N,M
918,1993,Unprovoked,bahamas,Spearfishing,51,1.8 m [6'] blacktip shark or Caribbean reef shark,Aug,N,M
919,1993,Unprovoked,usa,Riding floatation device,19,Bull shark,Aug,N,F
920,1993,Unprovoked,usa,Free diving for abalone (ascending),39,5.5 m to 6 m [18' to 20']  white shark,Aug,N,M
921,1993,Unprovoked,south africa,Surfing,28,4 m [13'] white shark,Jul,N,M
922,1993,Unprovoked,usa,Playing,12,"1.8 m to 2.4 m [6' to 8'] shark, tooth fragments recovered ",Jul,N,F
923,1993,Unprovoked,usa,Paddling on surfboard or body board,22,Thought to involve a tiger shark,Jun,N,M
924,1993,Unprovoked,australia,Scuba diving,31,Remains recovered from 5.5 m [18'] white shark,Jun,Y,M
925,1993,Unprovoked,australia,Scuba diving at seal colony,34,5 m [16.5'] white shark,Jun,Y,F
926,1993,Unprovoked,usa,Swimming,60's,6' shark,Jun,N,F
927,1993,Unprovoked,usa,Paddling on surfboard,35,"Tiger shark, 3.7 m [12'], (tooth fragment recovered from wound)",Mar,N,M
928,1993,Unprovoked,usa,Free diving & spearfishing (ascending),55,White shark,Mar,N,M
929,1993,Provoked,australia,Fishing,69,"Bronze whaler shark, 1.5 m ",,N,M
930,1993,Unprovoked,australia,Spearfishing,21,1.5 m shark,Jan,N,M
931,1993,Unprovoked,usa,Surfing,29,6 m [20'] white shark,Jan,N,M
932,1992,Unprovoked,usa,"Standing in waist-deep water, helping his father tend a gill net containing dead fish",10,"Tiger shark, 2.4 m [8']",Dec,N,M
933,1992,Unprovoked,usa,Lying on surfboard,30,"Tiger shark, 3 m to 4.9 m [10' to 16'] ",Dec,N,M
934,1992,Unprovoked,usa,Spearfishing / free diving,31,"Mako shark, 1.8 m [6']  ",Nov,N,M
935,1992,Unprovoked,usa,Surfing,19,6' to 7' blacktip shark,Nov,N,M
936,1992,Boating,usa,Kayaking,46,5 m to 6 m white shark,Nov,N,M
937,1992,Unprovoked,usa,Scuba diving (submerged),40,Unidentified shark,Nov,N,M
938,1992,Unprovoked,usa,Body boarding,18,"Tiger shark, 3 m to 3.7 m [10' to 12'] ",Nov,Y,M
939,1992,Unprovoked,usa,Hookah diving for sea urchins,40,2.5 m [8.25'] white shark,Oct,N,M
940,1992,Unprovoked,usa,Surfing,28,"Tiger shark, 4.3 m [14'] ",Oct,N,M
941,1992,Unprovoked,australia,Surfing,28,4.2 m white shark,Oct,Y,M
942,1992,Unprovoked,usa,Surfing,20,4 m to 5 m [13' to 16.5']  white shark ,Sep,N,M
943,1992,Unprovoked,australia,Surfing,17,4 m white shark,Aug,N,M
944,1992,Unprovoked,usa,Surfing,22,5.5 m to 6 m [18' to 20'] white shark,Aug,N,M
945,1992,Unprovoked,usa,Standing,42,"""a small shark""",Jul,N,F
946,1992,Unprovoked,reunion,Surfing,16,Bull shark or lemon shark,Jun,Y,M
947,1992,Unprovoked,south africa,Surfing,35,>2 m shark,Apr,N,M
948,1992,Unprovoked,usa,"Surfing, paddling seawards",36,Tiger shark,Mar,N,F
949,1992,Unprovoked,japan,Hookah diving for pen shells ,41,"5 m [16.5'] white shark, identification by K. Nakaya",Mar,Y,M
950,1992,Unprovoked,usa,Surfing (sitting on his board),21,Said to involve a 6 m to 7 m [20' to 23'] white shark,Mar,N,M
951,1992,Invalid,australia,Surfing,19,Questionable incident,Feb,,M
952,1992,Unprovoked,australia,Boogie boarding,19,"Bronze whaler shark, 2.3 m [7.5'] ",Jan,N,M
953,1992,Unprovoked,south africa,Swimming ,19,"Zambesi shark, 1.7 m [5.5'] ",Jan,N,M
954,1992,Unprovoked,south africa,Spearfishing,36,Possibly a 1.5 m [5'] blacktip shark,Jan,N,M
955,1991,Unprovoked,usa,Hookah diving for sea urchins,25,6 m [20'] white shark,Dec,N,M
956,1991,Unprovoked,usa,Snorkeling,41,"Tiger shark, 2.4 m 3.4 m [8' to 11']  ",Nov,Y,F
957,1991,Unprovoked,usa,Surfing,21,1.8 m [6'] shark,Oct,N,M
958,1991,Unprovoked,usa,Surfing,32,5 m to 6 m [16.5' to 20'] white shark,Oct,N,M
959,1991,Unprovoked,australia,Scuba diving,19,4 m [13'] white shark,Sep,Y,M
960,1991,Provoked,australia,Finning the shark that bit him,36,"3 m [10'], 270- kg [595-lb] shark",Aug,N,M
961,1991,Unprovoked,usa,Swimming,23,sand shark,Aug,N,M
962,1991,Unprovoked,usa,Wading,10,3' shark,Aug,N,F
963,1991,Boating,italy,Canoeing,40,4 m [13'] white shark,Jul,N,F
964,1991,Unprovoked,reunion,Surfing,30,"Tiger shark, 3 to 4 m [10' to 13'] ",Jul,N,M
965,1991,Unprovoked,usa,Surfing,32,5 m [16.5'] white shark,Jul,N,M
966,1991,Unprovoked,usa,Swimming behind sailboat,31,2.7 m [9'] bull or lemon shark,Jun,N,M
967,1991,Unprovoked,hong kong,Swimming ,65,"Tiger shark, >3 m [10']",Jun,Y,F
968,1991,Unprovoked,usa,Sitting on surfboard,23,2.4 m [8'] shark,May,N,M
969,1991,Unprovoked,usa,"Surfing, collided with shark",22,1.2 m to 1.5 m [4' to 5'] shark,Apr,N,M
970,1991,Unprovoked,usa,Surfing,38,5.5 m [18'] white shark,Feb,N,M
971,1991,Unprovoked,south africa,Spearfishing,20,5.5 m [18'] white shark,Feb,N,M
972,1990,Unprovoked,usa,Surfing,24,5' shark,Nov,N,M
973,1990,Unprovoked,usa,Surfing,50,1.8 m [6'] shark ,Oct,N,M
974,1990,Unprovoked,usa,Surfing,25,4' spinner shark,Oct,N,M
975,1990,Unprovoked,usa,Surfing,43,"Tiger shark, 3.7 m [12'] ",Oct,N,M
976,1990,Unprovoked,usa,Surfing,19,1.8 m to 2.4 m [6' to 8'] shark,Oct,N,M
977,1990,Unprovoked,south africa,Spearfishing,26,5 m  [16.5'] white shark,Sep,N,M
978,1990,Unprovoked,usa,"Free diving / spearfishing, from paddleboard & floating on the surface",49,White shark,Sep,N,M
979,1990,Boating,usa,Kayaking,44,2.5 m to 3 m [8.25' to 10']  white shark,Sep,N,M
980,1990,Unprovoked,usa,Surfing,22,5 m to 6 m [16.5' to 20'] white shark,Aug,N,M
981,1990,Unprovoked,south africa,Scuba diving (but on surface),21,"4.5 m [14'9""] white shark",Jun,Y,F
982,1990,Unprovoked,south africa,Resting on surfboard,22,"5.5 m [18'] white shark, identified by witnesses & tooth marks",May,N,M
983,1990,Unprovoked,south africa,Lying on surfboard & paddling,23,"2.3 m [7.5'] white shark, identified by M. Smale",Apr,N,M
984,1990,Unprovoked,australia,Surfing,31,"Tiger shark, 3 m ",Apr,N,M
985,1989,Unprovoked,south africa,Free diving & spearfishing,29,White shark,Nov,Y,M
986,1989,Unprovoked,australia,Surfing,17,2.7 m [9'] white shark,Oct,N,M
987,1989,Unprovoked,usa,Surfing,12,4' shark,Oct,N,M
988,1989,Invalid,usa,Diving,49,Shark involvement suspected but not confirmed,Oct,,M
989,1989,Unprovoked,south africa,Free diving,29,"White shark, identified by tooth pattern",Sep,N,M
990,1989,Provoked,usa,"Fishing, stepped on hooked shark's head",51,150-lb shark,Sep,N,M
991,1989,Unprovoked,usa,Hookah diving for abalone (descending),38,4 m to 5 m [13' to 16.5']  white shark,Sep,N,M
992,1989,Provoked,australia,Feeding fish,30,Grey nurse shark,Aug,N,M
993,1989,Unprovoked,south africa,Surfing,21,>3.4 m [11'] white shark,Aug,N,M
994,1989,Unprovoked,australia,Surfing,17,"Bronze whaler shark, 3 m [10'] ",Aug,N,M
995,1989,Unprovoked,south africa,Surfing,34,2.5 m [8.25'] white shark,Jul,N,M
996,1989,Unprovoked,south africa,Surfing,16,3 m [10'] white shark,Jun,N,M
997,1989,Unprovoked,south africa,Free diving,28,2.5 m [8.25'] white shark,Jun,N,M
998,1989,Unprovoked,australia,Surfing,27,2 m [6.75'] white shark,Mar,Y,M
999,1989,Unprovoked,italy,"Scuba diving, but swimming on surface",47,6 m [20'] white shark,Feb,Y,M
1000,1989,Invalid,usa,Kayaking,24,Invalid,Jan,,M
1001,1989,Unprovoked,usa,Kayaking,24,5 m [16.5'] white shark,Jan,Y,F
1002,1989,Unprovoked,australia,Surfing with dolphins,17,"Tiger shark, 4 m [13'] ",Jan,N,M
1003,1988,Unprovoked,usa,Surfing (sitting on his board),21,5.5 m to 6 m [18' to 20']  white shark,Oct,N,M
1004,1988,Unprovoked,usa,Surfing,30,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M
1005,1988,Unprovoked,usa,Surfing,23,1.2 m to 1.5 m [4' to 5'] shark,Oct,N,M
1006,1988,Unprovoked,usa,Surfing,21,5' shark,Sep,N,M
1007,1988,Unprovoked,usa,Snorkeling,38,3 m [10'] bull shark,Sep,Y,M
1008,1988,Unprovoked,usa,Surfing,27,2.4 m to 3 m [8' to 10'] white shark,Aug,N,M
1009,1988,Unprovoked,south africa,Spearfishing,36,White shark,Jun,N,M
1010,1988,Unprovoked,usa,Sittting in water with his child,37,Sand shark?,Jun,N,M
1011,1988,Unprovoked,usa,Surfing,25,1.8 m to 2.4 m [6' to 8'] shark,Jun,N,M
1012,1988,Unprovoked,south africa,Surfing,17,1.5 m to 2 m [5' to 6.75'] shark,Mar,N,M
1013,1988,Unprovoked,south africa,Surfing,20,"1 m ""grey-colored"" shark",Feb,N,M
1014,1988,Unprovoked,south africa,Lying atop surfboard,15,Zambezi shark (tooth fragments recovered),Feb,N,F
1015,1988,Invalid,south africa,Surfing,22,Shark involvement not confirmed,Jan,,M
1016,1988,Provoked,south africa,Attempting to lasso shark's tail,33,1.5 m copper shark,Jan,N,M
1017,1987,Unprovoked,usa,Surfing,16,1.8 m [6'] blacktip shark,Dec,N,M
1018,1987,Unprovoked,usa,Surfing,20,2 m [6.75'] shark,Oct,N,M
1019,1987,Invalid,south africa,Boogie boarding,14,Questionable incident,Oct,,M
1020,1987,Unprovoked,south africa,Spearfishing,21,White shark,Oct,N,M
1021,1987,Unprovoked,south africa,Surfing,24,3.5 m [11.5']  white shark,Sep,N,M
1022,1987,Unprovoked,usa,Wading,12,1.2 m to 1.5 m [4' to 5'] shark,Aug,N,M
1023,1987,Unprovoked,usa,Surfing (sitting on his board),40,5.7 m white shark,Aug,N,M
1024,1987,Unprovoked,usa,Surfing,27,3' to 4' shark,Jul,N,M
1025,1987,Unprovoked,usa,Body surfing,32,4' shark,Jul,N,F
1026,1987,Unprovoked,usa,Wading,16,4' shark,Jul,N,F
